smiles,ID,endpoint,MW
OC[C@H](O)CI,167,1,201.95
OC[C@H](Br)CBr,168,1,215.88
C=CCN=C=S,169,1,99.01
OC[C@H](O)CCl,170,1,110.01
OCC(Br)CBr,171,1,215.88
OC(=O)CCCl,172,1,108
CC(Br)C(=O)O,173,1,151.95
OCC(Cl)CCl,174,1,127.98
ClC\C=C/CCl,175,1,123.98
OC(=O)\C=C/Cl,176,1,105.98
NOS(=O)(=O)O,177,1,112.98
CC1CC(=O)O1,178,1,86.04
[K+].O[Mn](=O)(=O)=O,179,1,158.89
[Mn+2].OS(=O)(=O)O,180,1,152.9
[Sr+2].O[Cr](=O)(=O)O,181,1,205.84
[Ca+2].O[Cr](=O)(=O)O,182,1,157.9
OCCCCCl,183,1,108.03
OCC(O)CI,184,1,201.95
C[N+](=NCO)[O-],185,1,90.04
CCOCCCl,186,1,108.03
OC(C=C)C=C,187,1,84.06
COCC1CO1,188,1,88.05
OCCN=[N+]=[N-],189,1,87.04
OC(=O)C(Cl)Br,190,1,171.89
[Zn+2].O[Cr](=O)(=O)O,191,1,181.86
[H+].[H+].[Cl-].[Cl-].CNNC,192,1,132.02
C1O[C@@H]1[C@H]2CO2,193,1,86.04
NC(=N)[S+]([O-])[O-],194,1,106.99
C[C-](C)[N+](=O)[O-],195,1,88.04
[Fe+3].C[As](=O)(O)O,196,1,195.88
Cl[C@@H]1O[C@@H]1CBr,197,1,169.91
CCCON=O,198,1,89.05
C\C=C(/C)\CCl,199,1,104.04
CC(Cl)C(=C)C,200,1,104.04
ClC(Cl)C(=O)Cl,201,1,145.91
CCCCOO,202,1,90.07
ClC(=CC=O)Cl,203,1,123.95
[O-][N+](=O)C(Cl)Cl,204,1,128.94
ClCC(=O)CCl,205,1,125.96
CC(=O)C(=C)Br,206,1,147.95
BrCCCCBr,207,1,213.9
C\C=C(/Cl)\C=O,208,1,104
OCC[N+](=O)[O-],209,1,91.03
OC(=O)C(Cl)Cl,210,1,127.94
OC(=O)\C=C\Cl,211,1,105.98
Nc1nccs1,212,1,100.01
ClCC(Cl)CCl,213,1,145.95
S=C1NCCN1,214,1,102.03
CCC(=O)C=C,215,1,84.06
CC(C)(C)OO,216,1,90.07
BrCC(Br)C=O,217,1,213.86
CN(C=O)N=O,218,1,88.03
O=C\C=C\C=O,219,1,84.02
NC(=O)C1CO1,220,1,87.03
ClC\C=C\CCl,221,1,123.98
BrCCC(Br)Br,222,1,277.79
OC(CCl)CCl,223,1,127.98
CN(C)[N+](=O)[O-],224,1,90.04
CN1CCN=N1,225,1,85.06
CN(C)CCCl,226,1,107.05
CN(C)C(=O)Cl,227,1,107.01
CC(=O)C(Cl)Cl,228,1,125.96
OCCSN=O,229,1,107
CC(C)[N+](=O)[O-],230,1,89.05
CC(Br)C(=O)N,231,1,150.96
CC(=O)C(=O)C,232,1,86.04
C1CSCSC1,233,1,120.01
ClC1OC1CBr,234,1,169.91
OC(=O)C(Br)Br,235,1,215.84
OCC(O)CCl,236,1,110.01
C1OC1C2CO2,237,1,86.04
ClCC(Br)CBr,238,1,233.84
[K+].CCNN=O,239,1,113.01
CCNN=NCC,240,1,101.1
CCOC[C@H]1CO1,241,1,102.07
BrCCCCCBr,242,1,227.91
O=C1NC(=O)C=C1,243,1,97.02
O1[C@@H]2C=CC=C[C@H]12,244,1,94.04
C\C=C/C=C\C=O,245,1,96.06
CCN(N=O)C#N,246,1,99.04
OC(=O)C(Br)(Br)Br,247,1,293.75
ClC(Cl)(Cl)[C@@H]1CO1,248,1,159.92
CC[C@@H](Cl)[N+](=O)[O-],249,1,123.01
C1CC[C@H]2O[C@H]2C1,250,1,98.07
ClCCNCCCl,251,1,141.01
C[C@H](Cl)CN(C)C,252,1,121.07
ClCC(Cl)C(=C)Cl,253,1,157.95
CCCSC(=O)Cl,254,1,137.99
C[Si](C)(C)N=N#N,255,1,115.06
CC[C@@H](C)ON=O,256,1,103.06
CC(=O)OCC=C,257,1,100.05
Fc1ccccc1,258,1,96.04
NC(=O)NCC=C,259,1,100.06
N[C@H](CS)C(=O)O,260,1,121.02
Cc1cc(N)sn1,261,1,114.03
NC(=O)C[C@H]1CO1,262,1,101.05
[O-][N+](=O)C(Br)(Br)Br,263,1,294.75
CCOS(=O)(=O)C,264,1,124.02
ClC(=O)C(Cl)(Cl)Cl,265,1,179.87
CC(=O)CC(=O)C,266,1,100.05
[Na+].CN(C)C(=S)S,267,1,143.99
C1CCC2OC2C1,268,1,98.07
ClCC(=O)C(Cl)Cl,269,1,159.92
C[Si](C)(C)N=[N+]=[N-],270,1,115.06
[K+].[K+].O[Cr](=O)(=O)O,271,1,195.86
[K+].[K+].Cl[Pt-2](Cl)(Cl)Cl,272,1,412.77
COP(=O)(N)SC,273,1,141
[Na+].[Na+].O[Se](=O)(=O)O,274,1,191.89
NC(CS)C(=O)O,275,1,121.02
C\C=C\C=C\C=O,276,1,96.06
CCOC(=O)NO,277,1,105.04
CCC(Cl)[N+](=O)[O-],278,1,123.01
O=NN1CCCC1,279,1,100.06
ClC(Cl)(Cl)C1CO1,280,1,159.92
CC(=C(Cl)C=O)C,281,1,118.02
CN(CO)[N+](=O)[O-],282,1,106.04
CCN\N=N\CC,283,1,101.1
CCC(C)ON=O,284,1,103.06
CCOCC1CO1,285,1,102.07
O1C2C=CC=CC12,286,1,94.04
CCCCN=[N+]=[N-],287,1,99.08
[Cl-].[Cl-].[Pt+2].NCCN,288,1,324.97
[H+].[Cl-].CNC(=O)ON,289,1,126.02
C\C=C/C=C/C=O,290,1,96.06
NN.OS(=O)(=O)O,291,1,130
NCCNCCO,292,1,104.09
O=S1(=O)CCCO1,293,1,122
CC(O)\C=C\C=O,294,1,100.05
[O-][N+](=O)C(Cl)(Cl)Cl,295,1,162.9
Clc1ccccn1,296,1,113
CC(C)S(=O)(=O)Cl,297,1,141.99
OCC(O)C1CO1,298,1,104.05
C=CCCC1CO1,299,1,98.07
COC(=O)C(Cl)Cl,300,1,141.96
O=NN1CCSC1,301,1,118.02
ClC(=C(Cl)C=O)Cl,302,1,157.91
CC(=O)C(Cl)(Cl)Cl,303,1,159.92
COC(=O)C(C)Cl,304,1,122.01
CN(N=O)C(=O)C,305,1,102.04
CC(Br)C(Br)CCl,306,1,247.86
CC(Cl)(Cl)[N+](=O)[O-],307,1,142.95
CC1(C)COC1=O,308,1,100.05
Fc1ccccn1,309,1,97.03
CCCCON=O,310,1,103.06
COS(=O)(=O)OC,311,1,126
ClCCSCCCl,312,1,157.97
OC(O)C(Cl)(Cl)Cl,313,1,163.92
CN(N=O)C(=O)N,314,1,103.04
CCN1CCN=N1,315,1,99.08
CC(C)(Cl)[N+](=O)[O-],316,1,123.01
CCN(C=O)N=O,317,1,102.04
CC(C)CON=O,318,1,103.06
Cl\C=C(/Cl)\C(Cl)Cl,319,1,177.89
CCN(CC)N=O,320,1,102.08
CCC\C=C\C=O,321,1,98.07
CC(Cl)C(Br)CBr,322,1,247.86
CC1(CO1)C2CO2,323,1,100.05
CCOC(=O)CBr,324,1,165.96
O=CCCCC=O,325,1,100.05
COC1OC1(C)C,326,1,102.07
CCCC(=C)C=O,327,1,98.07
CC(C)(C)ON=O,328,1,103.06
CC1(CO1)C(=O)N,329,1,101.05
NC(=O)OC1CO1,330,1,103.03
ClCCOCCCl,331,1,142
[Na+].[Na+].O[Cr](=O)(=O)O,332,1,163.91
[K+].OCCCN=N,333,1,127.03
O[C@@H]1CCN(C1)N=O,334,1,116.06
C[N+](C)(C)CC1CO1,335,1,116.11
Cc1cncc(C)n1,336,1,108.07
O=NN1CCC=CC1,337,1,112.06
C=CCOC[C@H]1CO1,338,1,114.07
Oc1cnnc(O)n1,339,1,113.02
FC(F)(F)COC=C,340,1,126.03
CCCC\C=C\C=O,341,1,112.09
Nc1ccccc1S,342,1,125.03
OC[C@@H](O)CN=[N+]=[N-],343,1,117.05
O=C\C=C\C=C\C=O,344,1,110.04
CNC(=O)N(C)N=O,345,1,117.05
CN1SC(=CC1=O)Cl,346,1,148.97
ClCc1ccccn1,347,1,127.02
OC(=O)CCN=N#N,348,1,115.04
ClC(Cl)(Cl)C[C@H]1CO1,349,1,173.94
CC(C)OC[C@H]1CO1,350,1,116.08
ClCc1cccnc1,351,1,127.02
C1CC2(CCO1)CO2,352,1,114.07
Nc1ccc(Cl)cc1,353,1,127.02
CCOCCOCC,354,1,118.1
O=S1(=O)CCCCO1,355,1,136.02
CNC(=N)N[N+](=O)[O-],356,1,118.05
NC(=O)N=NC(=O)N,357,1,116.03
NNc1ccccc1,358,1,108.07
C[C@H](CCC#N)C#N,359,1,108.07
FC(Cl)(Cl)C(F)(Cl)Cl,360,1,201.87
O=S1(=O)OCCCO1,361,1,138
C[C@@H]1CNC[C@@H](C)O1,362,1,115.1
C[C@@H](O)CN(C)N=O,363,1,118.07
Nc1ccccc1O,364,1,109.05
O=NN1CCSCC1,365,1,132.04
CC(=O)c1ccc[nH]1,366,1,109.05
O=NN1CCNC1=O,367,1,115.04
ClC1=C(Cl)C(=O)OC1,368,1,151.94
OCC(O)CN=N#N,369,1,117.05
OCNC(=O)NCO,370,1,120.05
O=NN1CCNCC1,371,1,115.07
CN=NC(C)(C)OO,372,1,118.07
CC(O)C(N)C(=O)O,373,1,119.06
C=CCOCC1CO1,374,1,114.07
OC(=O)C1CCCN1,375,1,115.06
ClC(Cl)(Cl)CC1CO1,376,1,173.94
FC(F)(Br)C(F)(F)I,377,1,305.82
O=C1NN=CC(=O)N1,378,1,113.02
CC(C)OCC1CO1,379,1,116.08
OC(=O)CCN=[N+]=[N-],380,1,115.04
[O-][N+](=O)[C-]1CCCC1,381,1,114.06
CC(O)CN(C)N=O,382,1,118.07
C[Si](C)(C)CN=[N+]=[N-],383,1,129.07
N[Pt]1(N)OCC(=O)O1,384,1,301
NC(=O)\N=N\C(=O)N,385,1,116.03
[Cl-].ClCCNCCCl,386,1,175.98
OC\C(=C(/Br)\CO)\Br,387,1,243.87
[H+].[Cl-].CN(C)CCCCl,388,1,157.04
[Cl-].Cc1cc(N)sn1,389,1,148.99
[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[K+].[K+].[Rh+3],390,1,355.68
O=C1NC=CC(=O)N1,391,1,112.03
O[C@@H]1C=CC=C[C@H]1O,392,1,112.05
C\N=N\C(C)(C)OO,393,1,118.07
CCCC(Cl)C(=O)S,394,1,152.01
CCOC(=O)C(C)Br,395,1,179.98
O=NN1CCOCC1,396,1,116.06
BrCc1ccccc1,397,1,169.97
COP(=O)(OC)OC,398,1,140.02
CCCOS(=O)(=O)C,399,1,138.04
CC(C)(N=O)[N+](=O)[O-],400,1,118.04
O=NN1CCCCC1,401,1,114.08
BrC1=C(Br)C(=O)OC1,402,1,239.84
Cn1ccnc1N=O,403,1,111.04
CCCCCON=O,404,1,117.08
CN(CC(=O)C)N=O,405,1,116.06
Nc1cccc(N)n1,406,1,109.06
Nc1cccc(N)c1,407,1,108.07
ONc1ccccc1,408,1,109.05
CC1=C(O)C(=O)CO1,409,1,114.03
ClCC1=CC(=O)OC1,410,1,132
BrN1C(=O)CCC1=O,411,1,176.94
CC(=O)OO[N+](=O)[O-],412,1,121
BrCCOC(=O)C=C,413,1,177.96
C1COCC2(C1)CO2,414,1,114.07
ClCc1ccccc1,415,1,126.02
CCN1CCOCC1,416,1,115.1
Nc1ccc(F)cc1,417,1,111.05
[O-][N+](=O)C1CCCC1,418,1,115.06
Clc1cccnc1Cl,419,1,146.96
Nc1ccccc1N,420,1,108.07
COC(=O)C(=C)C#N,421,1,111.03
CC(=O)c1occc1,422,1,110.04
CC(C)CCON=O,423,1,117.08
CCCCC(=C)C=O,424,1,112.09
Nc1ccc(N)cc1,425,1,108.07
CCN(CCO)N=O,426,1,118.07
CCC(=O)C(=O)CC,427,1,114.07
OC1C=CC=CC1O,428,1,112.05
ClCCOC(=O)C=C,429,1,134.01
CC(C)N(N)C(C)C,430,1,116.13
ClC(Cl)C(=O)C(Cl)Cl,431,1,193.89
O=C1CCCCC1=O,432,1,112.05
C(CC1CO1)C2CO2,433,1,114.07
CN(CCCl)CCCl,434,1,155.03
OC(=O)CC[N+](=O)[O-],435,1,119.02
CCCCN(C)N=O,436,1,116.09
CCN(N=O)C(=O)N,437,1,117.05
O=C1NCNC(=O)N1,438,1,115.04
CCOC(=O)N(C)C,439,1,117.08
OCC(O)CN=[N+]=[N-],440,1,117.05
CN(C[C@H](O)CO)N=O,441,1,134.07
CC(=O)OC[C@H](O)CO,442,1,134.06
CCOC(=O)C(N)CS,443,1,149.05
Cl[C@@H]1CN(C[C@H]1Cl)N=O,444,1,167.99
CCCCOC[C@H]1CO1,445,1,130.1
CN1CCN(CC1)N=O,446,1,129.09
Cc1ccc(cc1)[N+]#N,447,1,119.06
CNc1ccc(O)cc1,448,1,123.07
c1ccc2[nH]nnc2c1,449,1,119.05
O=C1C=CC(=N#N)C=C1,450,1,120.03
O[C@H]1CCCN(C1)N=O,451,1,130.07
OC(=O)\C(=C(/Br)\C=O)\Br,452,1,255.84
NC(CN=N#N)C(=O)O,453,1,130.05
CCN(CC)[N+](=NO)[O-],454,1,133.09
NC(=O)N(CCO)N=O,455,1,133.05
OC1CCN(CC1)N=O,456,1,130.07
CN1CSC(=S)N(C)C1,457,1,162.03
C=CCN(CC=C)N=O,458,1,126.08
C=CC(=O)OC[C@H]1CO1,459,1,128.05
OCC(CBr)(CBr)CBr,460,1,321.82
OC[C@@H]1SCCN1N=O,461,1,148.03
CCOC(=O)N(C)N=O,462,1,132.05
CN(C)C(=O)N(C)C=O,463,1,130.07
ClC1CCN(CC1)N=O,464,1,148.04
C=CCCCC[C@H]1CO1,465,1,126.1
C[C@H]1CCOS(=O)(=O)O1,466,1,152.01
OC(=O)\C(=C(/Cl)\C=O)\Cl,467,1,167.94
C[C@H](CCl)O[C@H](C)CCl,468,1,170.03
Cn1cncc1[N+](=O)[O-],469,1,127.04
Nc1ccc(O)c(N)c1,470,1,124.06
COC1=CC=CC=CC1,471,1,122.07
C[C@H]1CCCN(C1)N=O,472,1,128.09
Cl[C@H]1CCCN(C1)N=O,473,1,148.04
CCN(CCCO)N=O,474,1,132.09
Cc1ccc(N)cc1Cl,475,1,141.03
CNc1ccccc1N,476,1,122.08
O=NN1CCC(=O)CC1,477,1,128.06
CC(C)Cc1nccs1,478,1,141.06
OC1C=CC2OC2C1O,479,1,128.05
ClCCOC\C(=C/Cl)\Cl,480,1,187.96
Oc1ccc(O)c(O)c1,481,1,126.03
C[C@@H](O)COC(C)(C)C,482,1,132.12
CC1CCN(CC1)N=O,483,1,128.09
CC(C)(C)OC[C@H]1CO1,484,1,130.1
Cc1ccc(O)c(C)c1,485,1,122.07
Nc1ccc(C=C)cc1,486,1,119.07
CC1=C(O)C(=O)C=CO1,487,1,126.03
O=NN1CCCNC1=O,488,1,129.05
O=NN1CC(=O)NC1=O,489,1,129.02
C[C@@H]1CCCCN1N=O,490,1,128.09
CN(C)CCN(C)N=O,491,1,131.11
N[C@H](CN=[N+]=[N-])C(=O)O,492,1,130.05
Cc1cccc(N)c1C,493,1,121.09
O=NN1CCCCCC1,494,1,128.09
OC(=O)\C(=C(\Cl)/C=O)\Cl,495,1,167.94
Cc1cc(Cl)ccc1N,496,1,141.03
Cc1ccc(N)cc1N,497,1,122.08
C1OC1c2ccccc2,498,1,120.06
C=CC(=O)OCC1CO1,499,1,128.05
CCCCOCC1CO1,500,1,130.1
CCOP(=S)(Cl)OCC,501,1,187.98
CC(C)(C)OCC1CO1,502,1,130.1
[K+].[K+].Cl[Pt-2](Cl)(Cl)(Cl)(Cl)Cl,503,1,482.71
C=CCCCCC1CO1,504,1,126.1
C1O[C@@H]1c2ccccc2,505,1,120.06
CC(=O)OCC(O)CO,506,1,134.06
CC(O)COC(C)(C)C,507,1,132.12
NCC(=O)CCC(=O)O,508,1,131.06
C=COc1ccccc1,509,1,120.06
CN(C)C(=O)N(C)N=O,510,1,131.07
CCCCCCN=[N+]=[N-],511,1,127.11
CN(CC(O)CO)N=O,512,1,134.07
COC1=CC=NC(=O)N1,513,1,126.04
N.N.Cl[Pt-2](Cl)(Cl)(Cl)(Cl)Cl,514,1,438.83
[H+].[Cl-].CN(CCCl)CCCl,515,1,191
c1ccc2n[nH]nc2c1,516,1,119.05
[Fe+2].OC(=O)\C=C/C(=O)O,517,1,171.94
OC(=O)\C(=C(\Br)/C=O)\Br,518,1,255.84
[N-]=[N+]=C1C=CC(=O)C=C1,519,1,120.03
[H+].[Cl-].ClCc1ccccn1,520,1,163
[H+].[Cl-].ClCc1cccnc1,521,1,163
[H+].[Cl-].Nc1ccc(Cl)cc1,522,1,163
CNN.OC(=O)C(=O)O,523,1,136.05
ClC1CN(CC1Cl)N=O,524,1,167.99
OCC1SCCN1N=O,525,1,148.03
O[C@H]1C=C[C@H]2O[C@H]2[C@@H]1O,526,1,128.05
O[C@H]1C=C[C@@H]2O[C@@H]2[C@@H]1O,527,1,128.05
O[C@@H]1C=C[C@H]2O[C@H]2[C@H]1O,528,1,128.05
Cc1ccc(N)c(C)c1,529,1,121.09
Cc1cccc(N)c1N,530,1,122.08
ClCC1=C(Br)C(=O)OC1,531,1,209.91
CCOS(=O)(=O)OCC,532,1,154.03
C1OCc2ccccc12,533,1,120.06
COc1ccc(N)cc1,534,1,123.07
C[N+]([O-])(CCCl)CCCl,535,1,171.02
Nc1ccc(Cl)cc1N,536,1,142.03
Cc1ccccc1N=O,537,1,121.05
OC1CN(CCO1)N=O,538,1,132.05
CCN(CC)N(O)N=O,539,1,133.09
COc1ccccc1N,540,1,123.07
ClCC1=C(Cl)C(=O)OC1,541,1,165.96
Cc1c(N)cccc1N,542,1,122.08
CN(COC(=O)C)N=O,543,1,132.05
OC1OC(=O)C(=C1Cl)Cl,544,1,167.94
Cc1ccc(NO)cc1,545,1,123.07
CC(C)(Cl)OC(C)(C)Cl,546,1,170.03
Cc1ccc(N)cc1O,547,1,123.07
ClC1=C(Cl)C(=O)NC1=O,548,1,164.94
Cc1ccc(O)c(N)c1,549,1,123.07
OCCN(CCO)N=O,550,1,134.07
CC(O)C(=O)NCCO,551,1,133.07
COS(=O)(=O)C(F)(F)F,552,1,163.98
Cn1ccnc1[N+](=O)[O-],553,1,127.04
ClC(=O)c1ccccc1,554,1,140
C1O[C@H]1c2ccccc2,555,1,120.06
Cc1ccc(N)c(O)c1,556,1,123.07
Cc1ccc(N)c(N)c1,557,1,122.08
ClC(=C1OC(=O)C=C1)Cl,558,1,163.94
C\C(=C(\Cl)/C(=O)O)\C=O,559,1,147.99
OC1OC(=O)C=C1CCl,560,1,147.99
Nc1ccc(Cl)c(N)c1,561,1,142.03
Oc1cccc(O)c1O,562,1,126.03
CCCN(N=O)C(=O)N,563,1,131.07
Cc1cccc(C)c1C,564,1,120.09
ClC(Cl)C(=C(Cl)Cl)C=O,565,1,205.89
ClC1(Cl)C(=O)C=CC1=O,566,1,163.94
Cc1ccccc1NO,567,1,123.07
CC(C)COS(=O)(=O)C,568,1,152.05
Cc1ccc(C)c(N)c1,569,1,121.09
CCC(C)OS(=O)(=O)C,570,1,152.05
BrCC1=C(Br)C(=O)OC1,571,1,253.86
CN(CCCCO)N=O,572,1,132.09
ClC(Cl)c1ccccc1,573,1,159.98
CC1=C(Cl)C(=O)OC1O,574,1,147.99
Nc1cc(Cl)ccc1O,575,1,143.01
ClC1=C(CBr)COC1=O,576,1,209.91
CC(C)(S)C(N)C(=O)O,577,1,149.05
Cc1cccc(NO)c1,578,1,123.07
Oc1ccc(cc1)N=O,579,1,123.03
CNC(=O)N(O)C(=O)C,580,1,132.05
CNC(=O)ONC(=O)C,581,1,132.05
CCCCOS(=O)(=O)C,582,1,152.05
CCCN(CCC)N=O,583,1,130.11
[H+].[Cl-].NNc1ccccc1,584,1,144.05
NC(CN=[N+]=[N-])C(=O)O,585,1,130.05
O=C1NC(=O)C(=N#N)C=N1,586,1,138.02
NC(=O)CNC(=O)C=N#N,587,1,142.05
NC(CCN=N#N)C(=O)O,588,1,144.06
CNC(=O)NOC(=O)NC,589,1,147.06
COC(=O)C(C)CN=N#N,590,1,143.07
Br[C@H]1CCN(C[C@@H]1Br)N=O,591,1,269.9
C1C[C@@H]2O[C@@H]2C[C@@H]1[C@H]3CO3,592,1,140.08
CC(N)(CN=[N+]=[N-])C(=O)O,593,1,144.06
OC[C@@H]1CO[C@@H](CCI)O1,594,1,257.98
N\C(=N/O)\c1ccccc1,595,1,136.06
ClCc1cnc(Cl)nc1Cl,596,1,195.94
O=NN1CCN(CC1)N=O,597,1,144.06
Cc1cc(C)c(N)c(C)c1,598,1,135.1
CC(=C)C(=O)OC[C@H]1CO1,599,1,142.06
[O-][N+](=O)c1ccc(Cl)cc1,600,1,156.99
Nc1cc(Cl)c(N)c(Cl)c1,601,1,175.99
ON(N=O)c1ccccc1,602,1,138.04
O=NN1CCC(=O)NC1=O,603,1,143.03
COc1ccc(N)c(C)c1,604,1,137.08
N#N=NCc1ccccc1,605,1,133.06
CN(N=O)C(=N)N[N+](=O)[O-],606,1,147.04
BrC[C@@H](Br)COC(=O)C=C,607,1,269.89
CNP(=S)(N1CC1)N2CC2,608,1,177.05
CCCN=NC(C)(C)OO,609,1,146.11
CCOC(=O)N(CC)N=O,610,1,146.07
CCNc1cccc(O)c1,611,1,137.08
Nc1[nH]cnc2ncnc12,612,1,135.05
OC(CN=N#N)CN=N#N,613,1,142.06
Cc1ccc(cc1)[C@@H]2CO2,614,1,134.07
C(CC[C@H]1CO1)C[C@H]2CO2,615,1,142.1
